min,max,best,avg,stdev
1.000000000015084,1.0015092164842057,-0.006958782972741414,1.0000746737220882,0.00022832501484197878
1.000000259673912,1.0042350909229916,-0.011743706600651242,1.000226335878419,0.0005667942433587462
1.0000053281029,1.0042350909229916,-0.011743706600651242,1.0005131183488574,0.0009072290689667864
1.0000063594870596,1.0043636727140215,-0.011924893770377679,1.0009962895707183,0.001259320340722656
1.0001674020130877,1.0118959208581846,-0.020127631013441092,1.001734558664381,0.001798161835042003
1.0000135102802918,1.0138947052784233,-0.021889883293401767,1.0027647951828254,0.0026334963168471144
1.0000116271947321,1.0138947052784233,-0.021889883293401767,1.0041321232591676,0.0031746392286124882
1.0000849791297604,1.0138947052784233,-0.021889883293401767,1.0055035343967433,0.003267381948694872
1.0000882502473227,1.0163574267972895,-0.02394186096224646,1.0074048320622238,0.0037098395694359974
1.0002882849393722,1.0168473010867827,-0.024337473773643002,1.0098650585282127,0.0038350944836468164
1.0000870342173982,1.0173665649199506,-0.024752916454119995,1.0119732804172585,0.003106942067928326
1.0001391206795607,1.0182370783708088,-0.02544105885739124,1.013268849267524,0.002955135329042243
1.0000476877668611,1.0188611244111265,-0.025928482994516028,1.0139397967527906,0.0029101923182194914
1.0000044872372775,1.0210324687171208,-0.027591730005844865,1.0148619292078132,0.0030071101785954235
1.000000167596022,1.0210324687171208,-0.027591730005844865,1.0151226400118138,0.004140720624301387
1.0000158843598999,1.0210324687171208,-0.027591730005844865,1.016041779719817,0.004028544376691869
1.0000433337816463,1.0210324687171208,-0.027591730005844865,1.0163044973448145,0.004679159730798438
1.0011275466765364,1.0210324687171208,-0.027591730005844865,1.0171009259345845,0.004258651595710358
1.0003037419291354,1.0210324687171208,-0.027591730005844865,1.0179279212403924,0.0034259356299297292
1.00005507429665,1.0210324687171208,-0.027591730005844865,1.0183299646464206,0.004194901139373435
1.0000022979153853,1.0210324687171208,-0.027591730005844865,1.018784560383626,0.004204645387840725
1.0000720980183804,1.0210324687171208,-0.027591730005844865,1.01867275214473,0.005236134082097509
1.000425789227124,1.0210324687171208,-0.027591730005844865,1.0194463095578645,0.004632158493389948
1.0000813196294933,1.0225069071972297,-0.028697208292407794,1.0200884531651955,0.004061663169586849
1.0000272662065048,1.0225069071972297,-0.028697208292407794,1.0198096865478403,0.004613142366229008
1.0012407212417433,1.0225069071972297,-0.028697208292407794,1.0196187056642925,0.00477631748691027
1.0018325289961019,1.0225069071972297,-0.028697208292407794,1.020417593264738,0.0035951801808978036
1.000096511359094,1.0225069071972297,-0.028697208292407794,1.0202630066264344,0.003637316020023099
1.0012996584035008,1.0225069071972297,-0.028697208292407794,1.0208348320924814,0.0031382471196800712
1.0004490962319992,1.0230116387609138,-0.029072004958952825,1.0204979390515516,0.004793784362923698
1.0000137354197927,1.0230116387609138,-0.029072004958952825,1.0208903391988935,0.004592772031484069
1.0025662411951066,1.0230116387609138,-0.029072004958952825,1.0216255949258175,0.0035978309388418716
1.0000312299432852,1.0230116387609138,-0.029072004958952825,1.0214848524837754,0.004251121839664991
1.000005659184181,1.0230116387609138,-0.029072004958952825,1.0206481797282618,0.005878682874064709
1.0000516339231482,1.0230116387609138,-0.029072004958952825,1.0216082233778103,0.004021402130092482
1.0002003092861278,1.0230116387609138,-0.029072004958952825,1.021263783366254,0.0050522905382253585
1.0004050325241027,1.0230116387609138,-0.029072004958952825,1.02108102803427,0.005437936532140989
1.0001536617191518,1.0230116387609138,-0.029072004958952825,1.0219118410955097,0.004476899305803775
1.0033346379144281,1.0233555803444585,-0.02932646498554116,1.02228176889453,0.0030922276929771834
1.0003955681476548,1.0233555803444585,-0.02932646498554116,1.0215414855528115,0.004863925331764367
1.0001823005656243,1.0233555803444585,-0.02932646498554116,1.0216059632954217,0.005081793474098661
1.000125041680553,1.0233555803444585,-0.02932646498554116,1.0209658461571993,0.005934370426317838
1.0000000353556593,1.0233555803444585,-0.02932646498554116,1.0218327293526104,0.0044382343940689815
1.0003360329282485,1.0233555803444585,-0.02932646498554116,1.0219609739968971,0.004399701339439721
1.0016445636850433,1.0233555803444585,-0.02932646498554116,1.0223516144067764,0.003920126624600302
